,S1-M1,S2-M17,S3-M33,S4-M49
Dm:,18.9472806878529,17.7808795966527,16.1152575244785,14.2288263047633
Td:,23.72795737482438,23.619695805693187,22.50599639241873,21.10548968803343
Tc:,27.586671547085484,25.43533052366327,24.86980494051455,23.507856220886204
Ts:,117.03270685584668,152.51298803257663,150.0505328561027,159.08837102237635
Tr:,89.90733125944179,125.52211217833234,124.21553590066368,134.7545315511725
P1:,51.314628921909865,49.05502632935646,47.37580133293328,44.613345908919634
P2:,0.5707502180643468,0.39080784634712634,0.38139996731826,0.33107121070713597
P3:,0.3323136691686503,0.32622124243791767,0.30614219419964483,0.2870428884762632
RDD Max:,0.6329609149429745,0.6510304675869971,0.5997896122293094,0.564940286758512
RDD Min:,-0.5453897937178169,-0.4281975648632965,-0.48637501139464234,-0.4541402291718555
RDD Peak to Peak:,1.1783507086607914,1.0792280324502936,1.0861646236239517,1.0190805159303675
RDD Max Time:,43.5062656641604,38.88471177944862,37.3859649122807,35.365914786967416
RDD Min Time:,69.6842105263158,66.64411027568923,65.3859649122807,61.583959899749374
Max to Min Time:,26.177944862155393,27.759398496240607,28.0,26.218045112781958
