,S1-M9,S2-M25,S3-M41,S4-M57
Dm:,9.78083756728227,9.98021887416942,10.0273312631066,9.68684484616877
Td:,21.73483867399267,21.602172221545562,21.52069301512901,20.637705774174947
Tc:,27.467564808919924,28.491773174220437,28.00620585342548,26.82834509191801
Ts:,48.200682234806166,51.96044079503929,48.87604113642488,50.272045848565135
Tr:,14.273475360193189,16.47923218546174,14.650600864803266,14.978384838542738
P1:,49.202403482912594,50.093945395766,49.52689886855449,47.46605086609296
P2:,3.447121478216266,3.03982278009043,3.3805370391011302,3.168969910824576
P3:,0.17890902044269308,0.17930703832147477,0.18221609555541582,0.18367149157082396
RDD Max:,0.368467154486229,0.3751269102531847,0.37424951268941875,0.39547641114500953
RDD Min:,-0.29646459348463594,-0.2694101574325103,-0.2953637035561769,-0.2807394635049931
RDD Peak to Peak:,0.664931747970865,0.644537067685695,0.6696132162455957,0.6762158746500027
RDD Max Time:,31.466165413533833,30.704260651629074,30.86466165413534,29.54385964912281
RDD Min Time:,74.81453634085213,75.50375939849624,74.96491228070175,74.03508771929825
Max to Min Time:,43.3483709273183,44.79949874686717,44.100250626566414,44.49122807017544
